tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_hand_r,winner_hand_l,loser_hand_r,loser_hand_l,surface_clay,surface_hard,surface_carpet,surface_grass,round_RR,round_R128,round_R64,round_R32,round_R16,round_QF,round_SF,round_F,player_1,player_2
2008-338,Sydney,Hard,32,A,20080107,18,103206,,,Sebastien Grosjean,R,175.0,FRA,29.6098562628,51.0,621.0,104269,8.0,,Fernando Verdasco,L,188.0,ESP,24.1451060917,27.0,1050.0,6-3 6-4,3,R16,78.0,3.0,0.0,52.0,31.0,26.0,10.0,10.0,1.0,3.0,5.0,0.0,60.0,47.0,21.0,9.0,9.0,7.0,11.0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,103206,104269
2008-338,Sydney,Hard,32,A,20080107,19,102148,,,Fabrice Santoro,R,178.0,FRA,35.0773442847,37.0,792.0,104327,,Q,Steve Darcis,R,178.0,BEL,23.819301848,88.0,474.0,6-1 6-3,3,R16,60.0,5.0,0.0,48.0,39.0,28.0,5.0,8.0,1.0,2.0,1.0,0.0,43.0,30.0,17.0,2.0,8.0,2.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104327,102148
2008-338,Sydney,Hard,32,A,20080107,20,105095,,LL,Evgeny Korolev,R,185.0,KAZ,19.8959616701,82.0,492.0,104371,,Q,Ivo Minar,R,183.0,CZE,23.6303901437,102.0,425.0,6-2 6-3,3,R16,66.0,3.0,5.0,55.0,29.0,23.0,13.0,9.0,3.0,4.0,2.0,4.0,62.0,35.0,20.0,11.0,8.0,8.0,12.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104371,105095
2008-338,Sydney,Hard,32,A,20080107,21,104589,,WC,Chris Guccione,L,201.0,AUS,22.4394250513,125.0,357.0,103720,6.0,,Lleyton Hewitt,R,180.0,AUS,26.8665297741,21.0,1385.0,7-6(4) 7-6(2),3,R16,97.0,23.0,4.0,80.0,45.0,43.0,18.0,12.0,4.0,4.0,8.0,3.0,74.0,40.0,34.0,20.0,12.0,0.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104589,103720
2008-338,Sydney,Hard,32,A,20080107,22,104607,4.0,,Tomas Berdych,R,196.0,CZE,22.3052703628,14.0,1685.0,104468,,,Gilles Simon,R,183.0,FRA,23.0280629706,30.0,955.0,7-6(3) 6-2,3,R16,86.0,6.0,3.0,58.0,41.0,32.0,9.0,10.0,3.0,5.0,2.0,1.0,76.0,46.0,24.0,14.0,10.0,4.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104468,104607
2008-338,Sydney,Hard,32,A,20080107,23,102860,,,Agustin Calleri,R,183.0,ARG,31.3127994524,40.0,735.0,102845,5.0,,Carlos Moya,R,190.0,ESP,31.3620807666,18.0,1585.0,6-3 6-4,3,R16,71.0,10.0,2.0,53.0,30.0,27.0,13.0,10.0,2.0,3.0,1.0,1.0,62.0,38.0,22.0,11.0,9.0,5.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,102845,102860
2008-338,Sydney,Hard,32,A,20080107,24,103285,,,Radek Stepanek,R,185.0,CZE,29.1115674196,32.0,930.0,104312,,,Andreas Seppi,R,190.0,ITA,23.8767967146,47.0,659.0,7-5 2-6 6-4,3,R16,140.0,6.0,1.0,90.0,57.0,41.0,19.0,15.0,6.0,9.0,7.0,1.0,104.0,61.0,43.0,21.0,15.0,7.0,10.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104312,103285
2008-338,Sydney,Hard,32,A,20080107,25,104098,,,Dmitry Tursunov,R,185.0,RUS,25.0704996578,35.0,853.0,103206,,,Sebastien Grosjean,R,175.0,FRA,29.6098562628,51.0,621.0,6-4 6-2,3,QF,74.0,8.0,1.0,58.0,38.0,29.0,10.0,9.0,7.0,8.0,4.0,1.0,62.0,35.0,22.0,13.0,9.0,3.0,7.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104098,103206
2008-338,Sydney,Hard,32,A,20080107,26,102148,,,Fabrice Santoro,R,178.0,FRA,35.0773442847,37.0,792.0,105095,,LL,Evgeny Korolev,R,185.0,KAZ,19.8959616701,82.0,492.0,6-3 6-3,3,QF,78.0,7.0,1.0,56.0,38.0,31.0,10.0,9.0,3.0,3.0,1.0,1.0,59.0,34.0,21.0,12.0,9.0,5.0,8.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,105095,102148
2008-338,Sydney,Hard,32,A,20080107,27,104589,,WC,Chris Guccione,L,201.0,AUS,22.4394250513,125.0,357.0,104607,4.0,,Tomas Berdych,R,196.0,CZE,22.3052703628,14.0,1685.0,4-6 7-6(6) 6-4,3,QF,125.0,19.0,5.0,111.0,69.0,53.0,24.0,16.0,6.0,7.0,7.0,4.0,97.0,54.0,43.0,26.0,16.0,2.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104589,104607
2008-338,Sydney,Hard,32,A,20080107,28,103285,,,Radek Stepanek,R,185.0,CZE,29.1115674196,32.0,930.0,102860,,,Agustin Calleri,R,183.0,ARG,31.3127994524,40.0,735.0,6-2 6-4,3,QF,68.0,5.0,1.0,47.0,35.0,28.0,6.0,9.0,2.0,3.0,1.0,3.0,55.0,31.0,20.0,11.0,9.0,6.0,10.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,102860,103285
2008-338,Sydney,Hard,32,A,20080107,29,104098,,,Dmitry Tursunov,R,185.0,RUS,25.0704996578,35.0,853.0,102148,,,Fabrice Santoro,R,178.0,FRA,35.0773442847,37.0,792.0,6-3 7-6(4),3,SF,102.0,8.0,2.0,71.0,43.0,31.0,18.0,11.0,3.0,4.0,3.0,3.0,77.0,39.0,25.0,21.0,10.0,7.0,9.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,104098,102148
2008-338,Sydney,Hard,32,A,20080107,30,104589,,WC,Chris Guccione,L,201.0,AUS,22.4394250513,125.0,357.0,103285,,,Radek Stepanek,R,185.0,CZE,29.1115674196,32.0,930.0,7-6(5) 3-6 6-4,3,SF,178.0,13.0,3.0,90.0,60.0,54.0,13.0,15.0,4.0,5.0,6.0,1.0,90.0,52.0,42.0,26.0,16.0,2.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,104589,103285
2008-338,Sydney,Hard,32,A,20080107,31,104098,,,Dmitry Tursunov,R,185.0,RUS,25.0704996578,35.0,853.0,104589,,WC,Chris Guccione,L,201.0,AUS,22.4394250513,125.0,357.0,7-6(3) 7-6(4),3,F,83.0,6.0,1.0,74.0,43.0,38.0,20.0,12.0,0.0,0.0,15.0,0.0,65.0,39.0,36.0,18.0,12.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,104098,104589
2008-337,Vienna,Hard,32,A,20081006,1,104332,,Q,Philipp Petzschner,R,185.0,GER,24.5366187543,125.0,383.0,104527,1.0,,Stanislas Wawrinka,R,183.0,SUI,23.5263518138,10.0,1670.0,6-7(5) 6-2 7-6(5),3,R32,151.0,3.0,6.0,95.0,49.0,38.0,21.0,16.0,1.0,6.0,3.0,1.0,111.0,72.0,43.0,19.0,16.0,7.0,14.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104332,104527
2008-337,Vienna,Hard,32,A,20081006,2,103401,,Q,Jan Hernych,R,190.0,CZE,29.2511978097,129.0,374.0,104056,,,Roko Karanusic,R,183.0,CRO,26.0862422998,103.0,463.0,4-6 6-4 7-6(5),3,R32,145.0,4.0,2.0,127.0,88.0,52.0,19.0,16.0,16.0,21.0,4.0,0.0,90.0,60.0,36.0,18.0,16.0,5.0,10.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104056,103401
2008-337,Vienna,Hard,32,A,20081006,3,102845,,,Carlos Moya,R,190.0,ESP,32.1095140315,48.0,785.0,103582,,,Michael Berrer,L,193.0,GER,28.2655715264,105.0,458.0,7-6(5) 7-6(6),3,R32,103.0,14.0,4.0,83.0,49.0,38.0,20.0,12.0,1.0,1.0,9.0,3.0,80.0,51.0,40.0,16.0,12.0,1.0,1.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,103582,102845
2008-337,Vienna,Hard,32,A,20081006,4,104724,,,Eduardo Schwank,R,183.0,ARG,22.4558521561,54.0,696.0,104468,7.0,,Gilles Simon,R,183.0,FRA,23.7754962355,17.0,1390.0,4-6 7-5 7-6(5),3,R32,152.0,1.0,0.0,116.0,80.0,54.0,20.0,17.0,10.0,13.0,3.0,2.0,98.0,56.0,47.0,20.0,17.0,5.0,8.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104724,104468
2008-337,Vienna,Hard,32,A,20081006,5,103507,,,Juan Carlos Ferrero,R,183.0,ESP,28.6488706366,44.0,815.0,103333,4.0,,Ivo Karlovic,R,208.0,CRO,29.6043805613,14.0,1420.0,6-4 7-6(4),3,R32,92.0,0.0,3.0,71.0,49.0,42.0,13.0,11.0,2.0,2.0,17.0,0.0,67.0,44.0,37.0,10.0,11.0,3.0,4.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103333,103507
2008-337,Vienna,Hard,32,A,20081006,6,103781,,,Jurgen Melzer,L,183.0,AUT,27.3757700205,38.0,879.0,103344,,,Ivan Ljubicic,R,193.0,CRO,29.5523613963,49.0,780.0,7-6(3) 6-3,3,R32,88.0,11.0,2.0,68.0,39.0,32.0,16.0,11.0,2.0,3.0,9.0,1.0,68.0,45.0,31.0,10.0,10.0,1.0,3.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103344,103781
2008-337,Vienna,Hard,32,A,20081006,7,103852,,,Feliciano Lopez,L,188.0,ESP,27.0444900753,45.0,815.0,102860,,,Agustin Calleri,R,183.0,ARG,32.0602327173,50.0,745.0,7-6(2) 7-6(4),3,R32,96.0,13.0,1.0,73.0,47.0,41.0,18.0,12.0,1.0,1.0,12.0,2.0,84.0,53.0,39.0,23.0,12.0,8.0,8.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103852,102860
2008-337,Vienna,Hard,32,A,20081006,8,105053,,LL,Santiago Giraldo,R,188.0,COL,20.8596851472,143.0,321.0,102905,,WC,Stefan Koubek,L,175.0,AUT,31.7590691307,140.0,334.0,6-1 6-2,3,R32,63.0,0.0,1.0,44.0,23.0,17.0,13.0,7.0,3.0,4.0,1.0,3.0,54.0,33.0,18.0,3.0,8.0,4.0,10.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,102905,105053
2008-337,Vienna,Hard,32,A,20081006,9,104269,5.0,,Fernando Verdasco,L,188.0,ESP,24.8925393566,13.0,1440.0,104003,,Q,Victor Crivoi,R,185.0,ROU,26.3682409309,145.0,313.0,6-4 6-4,3,R32,93.0,4.0,4.0,62.0,42.0,35.0,9.0,10.0,3.0,3.0,1.0,3.0,75.0,50.0,36.0,9.0,10.0,6.0,8.0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104003,104269
2008-337,Vienna,Hard,32,A,20081006,10,103084,,,Guillermo Canas,R,185.0,ARG,30.8637919233,61.0,670.0,104312,,,Andreas Seppi,R,190.0,ITA,24.6242299795,30.0,1060.0,7-6(2) 6-3,3,R32,109.0,9.0,0.0,65.0,38.0,29.0,15.0,11.0,1.0,3.0,2.0,5.0,71.0,34.0,25.0,16.0,10.0,3.0,6.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103084,104312
2008-337,Vienna,Hard,32,A,20081006,11,104259,,,Philipp Kohlschreiber,R,178.0,GER,24.9746748802,32.0,1015.0,102967,,,Marc Gicquel,R,188.0,FRA,31.5208761123,37.0,884.0,6-2 6-2,3,R32,69.0,8.0,1.0,51.0,36.0,27.0,9.0,8.0,0.0,0.0,7.0,2.0,55.0,32.0,19.0,8.0,8.0,3.0,7.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,104259,102967
2008-337,Vienna,Hard,32,A,20081006,12,105223,3.0,,Juan Martin Del Potro,R,198.0,ARG,20.0355920602,9.0,1685.0,104770,,WC,Martin Fischer,R,,AUT,22.212183436,219.0,189.0,7-6(7) 7-6(5),3,R32,131.0,7.0,0.0,80.0,53.0,40.0,11.0,12.0,1.0,4.0,5.0,0.0,98.0,60.0,34.0,22.0,12.0,6.0,9.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,105223,104770
2008-337,Vienna,Hard,32,A,20081006,13,104792,8.0,,Gael Monfils,R,193.0,FRA,22.0971937029,28.0,1108.0,103580,,WC,Alexander Peya,R,183.0,AUT,28.2765229295,164.0,262.0,3-6 6-1 6-3,3,R32,119.0,4.0,3.0,84.0,55.0,34.0,18.0,12.0,6.0,8.0,3.0,5.0,93.0,39.0,26.0,24.0,13.0,9.0,14.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103580,104792
2008-337,Vienna,Hard,32,A,20081006,14,103285,,,Radek Stepanek,R,185.0,CZE,29.8590006845,29.0,1100.0,103520,,Q,Pavel Snobel,L,190.0,CZE,28.605065024,184.0,231.0,6-4 6-2,3,R32,80.0,4.0,0.0,61.0,43.0,30.0,10.0,9.0,2.0,3.0,8.0,6.0,71.0,36.0,25.0,12.0,9.0,10.0,14.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,103520,103285
2008-337,Vienna,Hard,32,A,20081006,15,105208,,,Ernests Gulbis,R,190.0,LAT,20.1013004791,56.0,694.0,103835,,,Filippo Volandri,R,183.0,ITA,27.0855578371,95.0,481.0,6-2 6-3,3,R32,58.0,4.0,3.0,45.0,24.0,21.0,14.0,8.0,2.0,2.0,0.0,0.0,47.0,36.0,18.0,7.0,9.0,2.0,6.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,105208,103835
2008-337,Vienna,Hard,32,A,20081006,16,103602,2.0,,Fernando Gonzalez,R,183.0,CHI,28.1889117043,12.0,1645.0,104620,,,Simone Bolelli,R,183.0,ITA,22.9952087611,46.0,810.0,4-6 7-6(2) 6-2,3,R32,139.0,8.0,3.0,110.0,67.0,46.0,25.0,15.0,7.0,9.0,5.0,1.0,97.0,61.0,44.0,17.0,15.0,5.0,8.0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,103602,104620
2008-337,Vienna,Hard,32,A,20081006,17,104332,,Q,Philipp Petzschner,R,185.0,GER,24.5366187543,125.0,383.0,103401,,Q,Jan Hernych,R,190.0,CZE,29.2511978097,129.0,374.0,6-3 6-4,3,R16,82.0,6.0,1.0,48.0,34.0,30.0,10.0,10.0,0.0,0.0,2.0,4.0,69.0,39.0,25.0,15.0,9.0,4.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103401,104332
2008-337,Vienna,Hard,32,A,20081006,18,102845,,,Carlos Moya,R,190.0,ESP,32.1095140315,48.0,785.0,104724,,,Eduardo Schwank,R,183.0,ARG,22.4558521561,54.0,696.0,6-2 6-3,3,R16,66.0,9.0,1.0,62.0,37.0,30.0,14.0,9.0,5.0,5.0,1.0,3.0,42.0,22.0,16.0,9.0,8.0,1.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104724,102845
2008-337,Vienna,Hard,32,A,20081006,19,103781,,,Jurgen Melzer,L,183.0,AUT,27.3757700205,38.0,879.0,103507,,,Juan Carlos Ferrero,R,183.0,ESP,28.6488706366,44.0,815.0,7-6(4) 6-3,3,R16,97.0,7.0,1.0,68.0,46.0,36.0,17.0,11.0,2.0,3.0,3.0,3.0,77.0,52.0,39.0,9.0,10.0,4.0,6.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103507,103781
2008-337,Vienna,Hard,32,A,20081006,20,103852,,,Feliciano Lopez,L,188.0,ESP,27.0444900753,45.0,815.0,105053,,LL,Santiago Giraldo,R,188.0,COL,20.8596851472,143.0,321.0,7-6(5) 6-3,3,R16,102.0,5.0,5.0,71.0,35.0,30.0,21.0,11.0,1.0,1.0,3.0,0.0,78.0,47.0,30.0,18.0,10.0,2.0,3.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103852,105053
2008-337,Vienna,Hard,32,A,20081006,21,104269,5.0,,Fernando Verdasco,L,188.0,ESP,24.8925393566,13.0,1440.0,103084,,,Guillermo Canas,R,185.0,ARG,30.8637919233,61.0,670.0,6-1 6-2,3,R16,67.0,3.0,3.0,54.0,42.0,27.0,8.0,8.0,4.0,5.0,4.0,2.0,41.0,21.0,13.0,5.0,7.0,3.0,8.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104269,103084
2008-337,Vienna,Hard,32,A,20081006,22,104259,,,Philipp Kohlschreiber,R,178.0,GER,24.9746748802,32.0,1015.0,105223,3.0,,Juan Martin Del Potro,R,198.0,ARG,20.0355920602,9.0,1685.0,W/O,3,R16,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,105223,104259
2008-337,Vienna,Hard,32,A,20081006,23,104792,8.0,,Gael Monfils,R,193.0,FRA,22.0971937029,28.0,1108.0,103285,,,Radek Stepanek,R,185.0,CZE,29.8590006845,29.0,1100.0,6-4 6-3,3,R16,71.0,5.0,1.0,59.0,40.0,33.0,6.0,9.0,2.0,3.0,3.0,1.0,57.0,40.0,26.0,6.0,10.0,2.0,6.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,104792,103285
2008-337,Vienna,Hard,32,A,20081006,24,103602,2.0,,Fernando Gonzalez,R,183.0,CHI,28.1889117043,12.0,1645.0,105208,,,Ernests Gulbis,R,190.0,LAT,20.1013004791,56.0,694.0,4-6 7-6(11) 6-1,3,R16,130.0,7.0,2.0,104.0,70.0,53.0,16.0,15.0,4.0,7.0,4.0,7.0,95.0,57.0,40.0,18.0,14.0,7.0,11.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,105208,103602
2008-337,Vienna,Hard,32,A,20081006,25,104332,,Q,Philipp Petzschner,R,185.0,GER,24.5366187543,125.0,383.0,102845,,,Carlos Moya,R,190.0,ESP,32.1095140315,48.0,785.0,6-4 6-2,3,QF,61.0,10.0,0.0,48.0,35.0,31.0,7.0,9.0,2.0,2.0,4.0,3.0,53.0,35.0,23.0,8.0,9.0,1.0,4.0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,104332,102845
